ProductGroupCode,SizeGroupCode,Velocity,SlotTier,SKU_Count,TotalRequiredSlots
CSL,S,A,CSLSA,18,19.8
CSL,S,AA,CSLSAA,15,16.5
CSL,S,B,CSLSB,5,5.5
CSL,S,C,CSLSC,212,91.30000000000001
CSL,X,A,CSLXA,22,24.200000000000003
CSL,X,AA,CSLXAA,17,18.700000000000003
CSL,X,B,CSLXB,3,3.3000000000000003
CSL,X,C,CSLXC,355,101.2
GIR,L,A,GIRLA,73,80.30000000000001
GIR,L,AA,GIRLAA,134,147.4
GIR,L,B,GIRLB,28,30.800000000000004
GIR,L,C,GIRLC,803,465.3
GIR,M,A,GIRMA,91,100.10000000000001
GIR,M,AA,GIRMAA,278,306.8
GIR,M,B,GIRMB,72,79.2
GIR,M,C,GIRMC,737,448.8
GIR,S,A,GIRSA,103,113.30000000000001
GIR,S,AA,GIRSAA,205,225.50000000000003
GIR,S,B,GIRSB,49,53.900000000000006
GIR,S,C,GIRSC,931,588.5
GIR,X,A,GIRXA,77,84.7
GIR,X,AA,GIRXAA,91,100.10000000000001
GIR,X,B,GIRXB,26,28.6
GIR,X,C,GIRXC,961,511.50000000000006
KNI,L,A,KNILA,19,20.900000000000002
KNI,L,AA,KNILAA,32,35.2
KNI,L,B,KNILB,8,8.8
KNI,L,C,KNILC,361,228.8
KNI,M,A,KNIMA,50,55.00000000000001
KNI,M,AA,KNIMAA,59,64.9
KNI,M,B,KNIMB,25,27.500000000000004
KNI,M,C,KNIMC,329,231.00000000000003
KNI,S,A,KNISA,36,39.6
KNI,S,AA,KNISAA,52,57.2
KNI,S,B,KNISB,29,31.900000000000002
KNI,S,C,KNISC,346,221.10000000000002
KNI,X,A,KNIXA,23,25.3
KNI,X,AA,KNIXAA,35,38.5
KNI,X,B,KNIXB,19,20.900000000000002
KNI,X,C,KNIXC,359,193.60000000000002
KUN,L,A,KUNLA,4,4.4
KUN,L,AA,KUNLAA,32,35.2
KUN,L,B,KUNLB,4,4.4
KUN,L,C,KUNLC,38,35.2
KUN,M,A,KUNMA,9,9.9
KUN,M,AA,KUNMAA,29,32.900000000000006
KUN,M,B,KUNMB,2,2.2
KUN,M,C,KUNMC,9,6.6000000000000005
KUN,S,A,KUNSA,6,6.6000000000000005
KUN,S,AA,KUNSAA,27,30.700000000000003
KUN,S,B,KUNSB,1,1.1
KUN,S,C,KUNSC,13,12.100000000000001
KUN,X,A,KUNXA,5,5.5
KUN,X,AA,KUNXAA,19,21.900000000000002
KUN,X,C,KUNXC,20,18.700000000000003
KUS,I,A,KUSIA,5,5.5
KUS,I,AA,KUSIAA,1,1.1
KUS,I,C,KUSIC,72,3.3000000000000003
KUS,L,A,KUSLA,40,44.0
KUS,L,AA,KUSLAA,62,72.2
KUS,L,B,KUSLB,24,26.400000000000002
KUS,L,C,KUSLC,321,168.3
KUS,M,A,KUSMA,47,51.7
KUS,M,AA,KUSMAA,115,137.5
KUS,M,B,KUSMB,21,23.1
KUS,M,C,KUSMC,412,221.10000000000002
KUS,S,A,KUSSA,36,39.6
KUS,S,AA,KUSSAA,84,95.4
KUS,S,B,KUSSB,25,27.500000000000004
KUS,S,C,KUSSC,529,257.40000000000003
KUS,X,A,KUSXA,40,45.0
KUS,X,AA,KUSXAA,42,46.2
KUS,X,B,KUSXB,16,17.6
KUS,X,C,KUSXC,634,229.9
OTH,L,A,OTHLA,2,2.2
OTH,L,C,OTHLC,30,1.1
OTH,M,AA,OTHMAA,1,1.1
OTH,M,C,OTHMC,13,0.0
OTH,S,A,OTHSA,1,1.1
OTH,S,C,OTHSC,23,0.0
OTH,X,C,OTHXC,13,0.0
