ProductGroupCode,SizeGroupCode,Velocity,SlotTier,SKU_Count,TotalRequiredSlots
COL,O,C,COLOC,2,0.0
COL,S,A,COLSA,23,25.3
COL,S,AA,COLSAA,9,9.9
COL,S,B,COLSB,5,5.5
COL,S,C,COLSC,132,64.9
COL,X,A,COLXA,14,15.400000000000002
COL,X,AA,COLXAA,7,7.700000000000001
COL,X,B,COLXB,17,18.700000000000003
COL,X,C,COLXC,228,51.7
CSL,I,A,CSLIA,6,6.6000000000000005
CSL,I,B,CSLIB,9,9.9
CSL,I,C,CSLIC,141,23.1
CSL,L,A,CSLLA,12,13.200000000000001
CSL,L,B,CSLLB,25,27.500000000000004
CSL,L,C,CSLLC,301,9.9
CSL,M,A,CSLMA,20,22.0
CSL,M,AA,CSLMAA,2,2.2
CSL,M,B,CSLMB,15,16.5
CSL,M,C,CSLMC,165,31.900000000000002
CSL,S,A,CSLSA,12,13.200000000000001
CSL,S,AA,CSLSAA,5,5.5
CSL,S,B,CSLSB,15,16.5
CSL,S,C,CSLSC,217,57.2
CSL,X,A,CSLXA,17,18.700000000000003
CSL,X,AA,CSLXAA,3,3.3000000000000003
CSL,X,B,CSLXB,18,19.8
CSL,X,C,CSLXC,358,38.5
GIR,L,A,GIRLA,79,86.9
GIR,L,AA,GIRLAA,57,62.7
GIR,L,B,GIRLB,54,59.400000000000006
GIR,L,C,GIRLC,848,355.3
GIR,M,A,GIRMA,82,90.2
GIR,M,AA,GIRMAA,191,210.10000000000002
GIR,M,B,GIRMB,51,56.1
GIR,M,C,GIRMC,853,456.50000000000006
GIR,S,A,GIRSA,68,74.80000000000001
GIR,S,AA,GIRSAA,131,144.10000000000002
GIR,S,B,GIRSB,68,74.80000000000001
GIR,S,C,GIRSC,1022,518.1
GIR,X,A,GIRXA,49,53.900000000000006
GIR,X,AA,GIRXAA,45,49.50000000000001
GIR,X,B,GIRXB,58,63.800000000000004
GIR,X,C,GIRXC,1004,338.8
KNI,L,A,KNILA,20,22.0
KNI,L,AA,KNILAA,14,15.400000000000002
KNI,L,B,KNILB,16,17.6
KNI,L,C,KNILC,370,146.3
KNI,M,A,KNIMA,19,20.900000000000002
KNI,M,AA,KNIMAA,39,42.900000000000006
KNI,M,B,KNIMB,27,29.700000000000003
KNI,M,C,KNIMC,378,231.00000000000003
KNI,S,A,KNISA,23,25.3
KNI,S,AA,KNISAA,32,35.2
KNI,S,B,KNISB,14,15.400000000000002
KNI,S,C,KNISC,394,203.50000000000003
KNI,X,A,KNIXA,23,25.3
KNI,X,AA,KNIXAA,14,15.400000000000002
KNI,X,B,KNIXB,19,20.900000000000002
KNI,X,C,KNIXC,380,144.10000000000002
KUN,L,A,KUNLA,6,6.6000000000000005
KUN,L,AA,KUNLAA,26,28.6
KUN,L,C,KUNLC,46,36.300000000000004
KUN,M,A,KUNMA,5,5.5
KUN,M,AA,KUNMAA,24,26.400000000000002
KUN,M,B,KUNMB,6,6.6000000000000005
KUN,M,C,KUNMC,14,12.100000000000001
KUN,S,A,KUNSA,3,3.3000000000000003
KUN,S,AA,KUNSAA,24,26.400000000000002
KUN,S,B,KUNSB,2,2.2
KUN,S,C,KUNSC,18,14.3
KUN,X,A,KUNXA,4,4.4
KUN,X,AA,KUNXAA,15,16.5
KUN,X,B,KUNXB,2,2.2
KUN,X,C,KUNXC,23,17.6
KUS,I,A,KUSIA,1,1.1
KUS,I,B,KUSIB,5,5.5
KUS,I,C,KUSIC,72,0.0
KUS,L,A,KUSLA,24,26.400000000000002
KUS,L,AA,KUSLAA,37,41.7
KUS,L,B,KUSLB,32,35.2
KUS,L,C,KUSLC,354,146.3
KUS,M,A,KUSMA,38,41.800000000000004
KUS,M,AA,KUSMAA,78,88.80000000000001
KUS,M,B,KUSMB,24,26.400000000000002
KUS,M,C,KUSMC,454,180.4
KUS,S,A,KUSSA,36,39.6
KUS,S,AA,KUSSAA,49,54.900000000000006
KUS,S,B,KUSSB,24,26.400000000000002
KUS,S,C,KUSSC,563,191.4
KUS,X,A,KUSXA,24,26.400000000000002
KUS,X,AA,KUSXAA,21,23.1
KUS,X,B,KUSXB,31,34.1
KUS,X,C,KUSXC,655,144.10000000000002
OTH,L,B,OTHLB,2,2.2
OTH,L,C,OTHLC,30,0.0
OTH,M,A,OTHMA,1,1.1
OTH,M,C,OTHMC,13,0.0
OTH,S,B,OTHSB,1,1.1
OTH,S,C,OTHSC,23,0.0
OTH,X,C,OTHXC,13,0.0
