SKU,DirectPickLookbackUnits,DirectPickDemandDays,DailyBaseUnits,WeeklyBaseUnits,ValidReservationUnits,ReservationPhysicalTotal,ReservationSalesAllocatedPhysicalTotal,InboundTotalUnits,InboundNext14Units,InboundNext30Units,HasDirectPickHistory,HasValidReservation,HasInbound,InSourceProductInfoUniverse,Future14DayPromoDays,FutureWeeklyPromoWeeks,HasFuturePromo,Seasonal14DayUnits,SeasonalFirst13WeekUnits,HasSeasonalHistory,FD1ToFD14Units,First13WeekUnits
30070-SR4-M,4.0,3.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,2,1,True,6.6,59.42222222222222,True,3,25.830527777777778
30070-SR4-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,3.3777777777777778,41.37777777777777,True,4,42.14777777777777
30070-SR4-XL,9.0,4.0,0.16071428571428573,1.125,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,True,2,1,True,1.8,17.266666666666666,True,3,16.197145833333337
30070-SR4-XS,13.0,10.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,1.1777777777777778,21.77777777777778,True,3,22.024784722222222
30070-SR4-XXL,6.0,6.0,0.10714285714285714,0.75,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,True,2,1,True,0.4444444444444445,7.622222222222222,True,3,10.616944444444444
30070-U74-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,2.022222222222222,True,1,4.022222222222222
30070-U74-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.7111111111111111,11.822222222222223,True,1,13.822222222222221
30070-U74-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.7777777777777778,13.377777777777776,True,1,15.222222222222221
30070-U74-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,1.5555555555555556,True,1,3.5555555555555554
30070-U74-XS,14.0,9.0,0.25,1.75,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,True,2,1,True,0.5555555555555556,6.844444444444445,True,5,19.458055555555557
30070-U74-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.6222222222222222,True,1,2.6222222222222222
30071-GN1-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-GN1-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-GN1-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-QN6-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-QN6-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-QN6-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-QN6-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-S74-XS,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
30071-TB4-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-TB4-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-TB4-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30071-TB4-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30810-011-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,4.311111111111111,69.37777777777778,True,5,70.31111111111112
30810-011-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,5.088888888888889,68.13333333333333,True,5,69.16000000000001
30810-011-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,10.355555555555556,67.19999999999999,True,12,71.49333333333333
30810-011-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,1.1777777777777778,27.377777777777776,True,1,27.47111111111111
30810-011-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,4.311111111111111,22.71111111111111,True,5,23.364444444444445
30810-011-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,1.8222222222222222,21.155555555555555,True,2,21.342222222222222
30810-011-XXS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,2.488888888888889,True,0,2.488888888888889
30810-16N-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,False,0,0,False,0.0,14.622222222222222,True,0,14.622222222222222
30810-16N-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,False,0,0,False,1.2888888888888888,25.044444444444444,True,1,25.04444444444444
30810-16N-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,False,0,0,False,1.0222222222222221,23.644444444444446,True,1,23.644444444444446
30810-16N-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.26666666666666666,6.844444444444444,True,0,6.844444444444445
30810-16N-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,False,0,0,False,0.7333333333333334,5.7555555555555555,True,1,5.755555555555555
30810-16N-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.11111111111111112,6.066666666666666,True,0,6.066666666666666
30810-1FL-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,3.577777777777778,16.022222222222222,True,4,17.235555555555557
30810-1FL-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,4.2444444444444445,38.42222222222222,True,5,40.84888888888889
30810-1FL-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,6.155555555555555,44.17777777777778,True,7,46.23111111111111
30810-1FL-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,3.6,12.133333333333333,True,4,12.600000000000001
30810-1FL-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,2.177777777777778,13.844444444444445,True,2,14.404444444444442
30810-1FL-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,2.466666666666667,3.7333333333333334,True,3,4.8533333333333335
30810-TB4-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30810-TB4-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30810-TB4-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30810-TB4-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30810-TB4-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
30991,18.0,13.0,0.32142857142857145,2.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,5.777777777777778,50.08888888888889,True,5,36.54361111111111
33080-GQ6-60,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
33081-GN1-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,False,False,True,False,0,0,False,10.022222222222222,73.11111111111111,True,10,73.1111111111111
33081-GN1-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,False,False,True,False,0,0,False,15.0,116.97777777777777,True,15,116.97777777777779
33081-GN1-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,False,False,True,False,0,0,False,19.977777777777778,126.15555555555555,True,20,126.15555555555554
33081-GN1-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,False,False,True,False,0,0,False,17.91111111111111,152.6,True,18,152.6
33081-GN1-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,False,False,True,False,0,0,False,11.222222222222221,130.04444444444445,True,11,130.04444444444445
33081-GN1-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,9.022222222222222,80.73333333333333,True,9,80.73333333333333
33081-GN1-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,False,False,True,False,0,0,False,6.2,61.288888888888884,True,6,61.28888888888888
33081-NW2-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-QE1-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-QE1-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-QE1-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-QE1-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-S74-80,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.5333333333333333,9.644444444444444,True,1,9.644444444444444
33081-TB4-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-TB4-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-TD4-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33081-U74-70,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,12.355555555555556,73.73333333333333,True,12,73.73333333333333
33081-U74-85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,6.044444444444444,26.91111111111111,True,7,26.91111111111111
33175-011-100,10.0,9.0,0.17857142857142858,1.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,6.2,51.644444444444446,True,10,49.17222222222222
33175-011-110,13.0,10.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,5.7555555555555555,57.71111111111111,True,10,54.38388888888889
33175-011-120,20.0,16.0,0.35714285714285715,2.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,10.088888888888889,75.75555555555556,True,12,66.70777777777778
33175-011-130,44.0,25.0,0.7857142857142857,5.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,10.355555555555556,88.5111111111111,True,16,94.57222222222222
33175-011-140,93.0,28.0,1.6607142857142858,11.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,13.288888888888888,116.5111111111111,True,23,151.71166666666667
33175-011-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,15.2,122.57777777777778,True,19,136.64444444444445
33175-011-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,12.133333333333333,124.75555555555555,True,17,139.75555555555553
33175-011-85,7.0,6.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,4.066666666666666,25.822222222222223,True,9,37.37277777777777
33175-011-90,9.0,8.0,0.16071428571428573,1.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,4.288888888888889,44.955555555555556,True,9,45.91055555555556
33175-145-100,39.0,27.0,0.6964285714285714,4.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,7.377777777777777,54.599999999999994,True,15,80.48166666666667
33175-145-110,37.0,23.0,0.6607142857142857,4.625,1.0,1.0,0.0,0.0,0.0,0.0,True,True,False,True,2,1,True,6.4222222222222225,56.93333333333333,True,14,79.40277777777779
33175-145-120,63.0,30.0,1.125,7.875,3.0,2.0,1.0,0.0,0.0,0.0,True,True,False,True,2,1,True,10.31111111111111,100.02222222222221,True,19,119.50722222222223
33175-145-130,26.0,8.0,0.4642857142857143,3.25,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,False,2,1,True,14.177777777777777,109.04444444444444,True,15,86.4811111111111
33175-145-140,36.0,10.0,0.6428571428571429,4.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,11.955555555555556,129.26666666666665,True,16,102.98222222222223
33175-145-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,12.8,103.91111111111111,True,19,125.42222222222223
33175-145-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,7.955555555555556,74.04444444444444,True,14,96.02222222222223
33175-145-85,18.0,11.0,0.32142857142857145,2.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.8666666666666667,18.977777777777778,True,10,48.028888888888886
33175-145-90,29.0,18.0,0.5178571428571429,3.6250000000000004,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,True,2,1,True,2.7555555555555555,41.37777777777778,True,12,66.37611111111111
33175-16N-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,False,False,True,False,0,0,False,12.244444444444444,121.48888888888888,True,12,121.4888888888889
33175-16N-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,False,False,True,False,0,0,False,3.533333333333333,41.37777777777777,True,4,41.37777777777777
33175-1AY-100,27.0,18.0,0.48214285714285715,3.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,18.133333333333333,125.06666666666666,True,17,92.97500000000001
33175-1AY-110,31.0,24.0,0.5535714285714286,3.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,18.044444444444444,130.97777777777776,True,17,98.99833333333333
33175-1AY-120,32.0,20.0,0.5714285714285714,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,21.133333333333333,166.9111111111111,True,18,111.9511111111111
33175-1AY-130,51.0,30.0,0.9107142857142857,6.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,19.177777777777777,172.04444444444442,True,20,132.43611111111113
33175-1AY-140,5.0,4.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,2,1,True,18.244444444444444,172.04444444444442,True,14,88.07611111111112
33175-1AY-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,15.0,126.0,True,21,145.86666666666667
33175-1AY-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,19.355555555555554,133.46666666666667,True,24,150.84444444444443
33175-1AY-85,26.0,17.0,0.4642857142857143,3.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,8.333333333333332,74.82222222222222,True,13,75.28555555555555
33175-1AY-90,45.0,28.0,0.8035714285714286,5.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,12.333333333333334,114.64444444444445,True,17,107.58500000000001
33175-1FL-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,4.866666666666666,52.11111111111111,True,9,67.71111111111111
33175-1FL-110,40.0,26.0,0.7142857142857143,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,9.666666666666666,99.55555555555554,True,13,89.64666666666666
33175-1FL-120,25.0,17.0,0.44642857142857145,3.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,11.244444444444444,105.46666666666667,True,12,77.0361111111111
33175-1FL-130,19.0,13.0,0.3392857142857143,2.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,9.533333333333333,92.08888888888889,True,10,66.55833333333332
33175-1FL-140,21.0,15.0,0.375,2.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,8.466666666666667,75.13333333333333,True,10,62.90055555555555
33175-1FL-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,5.644444444444444,54.91111111111111,True,10,70.5111111111111
33175-1FL-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,4.933333333333334,50.4,True,9,66.31111111111112
33175-1FL-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,5.7555555555555555,42.31111111111111,True,10,57.288888888888884
33175-1FL-90,54.0,26.0,0.9642857142857143,6.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,10.088888888888889,93.64444444444445,True,16,101.11888888888888
33175-1KJ-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,5.355555555555555,6.222222222222221,True,5,6.222222222222221
33175-30H-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,12.177777777777777,38.11111111111111,True,12,38.11111111111111
33175-30H-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,17.333333333333332,51.8,True,17,51.79999999999999
33175-30H-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,25.4,69.68888888888888,True,25,69.68888888888887
33175-30H-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,28.22222222222222,65.17777777777778,True,28,65.17777777777778
33175-30H-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,28.22222222222222,62.84444444444444,True,28,62.84444444444444
33175-30H-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,20.644444444444446,48.84444444444444,True,21,48.84444444444445
33175-30H-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,20.688888888888886,50.4,True,21,50.399999999999984
33175-30H-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,7.977777777777778,21.0,True,8,20.999999999999993
33175-30H-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,6.2444444444444445,25.666666666666664,True,6,25.666666666666664
33175-QE4-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-S74-100,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,True,0,0,False,13.644444444444444,97.06666666666666,True,15,97.2
33175-S74-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,True,0,0,False,17.711111111111112,78.4,True,18,78.4
33175-S74-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,True,0,0,False,15.777777777777779,70.93333333333334,True,16,70.93333333333334
33175-S74-130,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,True,0,0,False,0.0,36.71111111111111,True,2,38.71111111111111
33175-S74-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,23.644444444444446,True,0,23.644444444444446
33175-S74-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,20.377777777777776,True,0,20.377777777777776
33175-S74-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,17.11111111111111,True,0,17.11111111111111
33175-S74-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,0.0,False,0,0.0
33175-S74-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,7.4222222222222225,93.64444444444445,True,7,93.64444444444445
