ProductGroupCode,SizeGroupCode,Velocity,SlotTier,SKU_Count,TotalRequiredSlots
BSL,S,B,BSLSB,1,1.1
BSL,X,A,BSLXA,36,39.6
BSL,X,AA,BSLXAA,41,45.1
BSL,X,B,BSLXB,49,53.900000000000006
BSL,X,C,BSLXC,85,0.0
COL,I,A,COLIA,3,3.3000000000000003
COL,I,AA,COLIAA,2,2.2
COL,I,B,COLIB,9,9.9
COL,I,C,COLIC,50,2.2
COL,L,A,COLLA,11,12.100000000000001
COL,L,AA,COLLAA,7,7.700000000000001
COL,L,B,COLLB,10,11.0
COL,L,C,COLLC,120,15.400000000000002
COL,M,A,COLMA,30,33.0
COL,M,AA,COLMAA,23,25.3
COL,M,B,COLMB,20,22.0
COL,M,C,COLMC,61,16.5
COL,O,C,COLOC,2,0.0
COL,S,A,COLSA,33,36.300000000000004
COL,S,AA,COLSAA,40,45.0
COL,S,B,COLSB,24,26.400000000000002
COL,S,C,COLSC,69,19.8
COL,X,A,COLXA,44,48.400000000000006
COL,X,AA,COLXAA,18,19.8
COL,X,B,COLXB,43,47.300000000000004
COL,X,C,COLXC,148,16.5
CSL,I,A,CSLIA,22,24.200000000000003
CSL,I,AA,CSLIAA,6,6.6000000000000005
CSL,I,B,CSLIB,25,27.500000000000004
CSL,I,C,CSLIC,100,2.2
CSL,L,A,CSLLA,24,26.400000000000002
CSL,L,AA,CSLLAA,8,8.8
CSL,L,B,CSLLB,13,14.3
CSL,L,C,CSLLC,274,5.5
CSL,M,A,CSLMA,37,40.7
CSL,M,AA,CSLMAA,19,22.900000000000002
CSL,M,B,CSLMB,30,33.0
CSL,M,C,CSLMC,101,1.1
CSL,S,A,CSLSA,59,64.9
CSL,S,AA,CSLSAA,20,22.0
CSL,S,B,CSLSB,25,27.500000000000004
CSL,S,C,CSLSC,135,1.1
CSL,X,A,CSLXA,54,59.400000000000006
CSL,X,AA,CSLXAA,15,16.5
CSL,X,B,CSLXB,42,46.2
CSL,X,C,CSLXC,274,2.2
GIR,L,A,GIRLA,228,250.8
GIR,L,AA,GIRLAA,88,96.80000000000001
GIR,L,B,GIRLB,150,165.0
GIR,L,C,GIRLC,523,144.10000000000002
GIR,M,A,GIRMA,296,325.6
GIR,M,AA,GIRMAA,276,303.6
GIR,M,B,GIRMB,120,132.0
GIR,M,C,GIRMC,449,117.7
GIR,S,A,GIRSA,308,338.8
GIR,S,AA,GIRSAA,226,248.60000000000002
GIR,S,B,GIRSB,163,179.3
GIR,S,C,GIRSC,536,145.20000000000002
GIR,X,A,GIRXA,208,228.8
GIR,X,AA,GIRXAA,90,99.00000000000001
GIR,X,B,GIRXB,153,168.3
GIR,X,C,GIRXC,659,158.4
KNI,L,A,KNILA,99,108.9
KNI,L,AA,KNILAA,49,53.900000000000006
KNI,L,B,KNILB,82,90.2
KNI,L,C,KNILC,174,17.6
KNI,M,A,KNIMA,119,130.9
KNI,M,AA,KNIMAA,122,134.20000000000002
KNI,M,B,KNIMB,60,66.0
KNI,M,C,KNIMC,136,15.400000000000002
KNI,S,A,KNISA,105,115.50000000000001
KNI,S,AA,KNISAA,103,113.30000000000001
KNI,S,B,KNISB,81,89.10000000000001
KNI,S,C,KNISC,162,14.3
KNI,X,A,KNIXA,87,95.7
KNI,X,AA,KNIXAA,55,60.50000000000001
KNI,X,B,KNIXB,75,82.5
KNI,X,C,KNIXC,200,13.200000000000001
KUN,L,A,KUNLA,5,5.5
KUN,L,AA,KUNLAA,66,80.60000000000001
KUN,L,C,KUNLC,6,0.0
KUN,M,A,KUNMA,1,1.1
KUN,M,AA,KUNMAA,38,53.800000000000004
KUN,M,C,KUNMC,3,0.0
KUN,S,A,KUNSA,1,1.1
KUN,S,AA,KUNSAA,42,75.2
KUN,S,C,KUNSC,2,0.0
KUN,X,A,KUNXA,4,4.4
KUN,X,AA,KUNXAA,35,44.5
KUN,X,C,KUNXC,3,0.0
KUS,I,B,KUSIB,3,3.3000000000000003
KUS,I,C,KUSIC,70,0.0
KUS,L,A,KUSLA,87,95.7
KUS,L,AA,KUSLAA,101,113.10000000000001
KUS,L,B,KUSLB,55,60.50000000000001
KUS,L,C,KUSLC,177,0.0
KUS,M,A,KUSMA,107,117.7
KUS,M,AA,KUSMAA,160,198.0
KUS,M,B,KUSMB,80,88.0
KUS,M,C,KUSMC,228,7.700000000000001
KUS,S,A,KUSSA,127,139.70000000000002
KUS,S,AA,KUSSAA,116,128.60000000000002
KUS,S,B,KUSSB,92,101.2
KUS,S,C,KUSSC,316,7.700000000000001
KUS,X,A,KUSXA,92,101.2
KUS,X,AA,KUSXAA,68,74.80000000000001
KUS,X,B,KUSXB,102,112.2
KUS,X,C,KUSXC,444,4.4
OTH,L,AA,OTHLAA,1,1.1
OTH,L,C,OTHLC,30,0.0
OTH,M,C,OTHMC,13,0.0
OTH,S,C,OTHSC,23,0.0
OTH,X,C,OTHXC,13,0.0
