ProductGroupCode,SizeGroupCode,Velocity,SlotTier,SKU_Count,TotalRequiredSlots
KUS,S,A,KUSSA,201,221.10000000000002
KUS,S,AA,KUSSAA,242,277.20000000000005
KUS,S,B,KUSSB,116,127.60000000000001
KUS,S,C,KUSSC,684,232.10000000000002
KUS,U,C,KUSUC,3,0.0
KUS,X,A,KUSXA,188,206.8
KUS,X,AA,KUSXAA,172,191.20000000000002
KUS,X,B,KUSXB,141,155.10000000000002
KUS,X,C,KUSXC,843,321.20000000000005
OTH,L,A,OTHLA,1,1.1
OTH,L,C,OTHLC,119,37.400000000000006
OTH,M,C,OTHMC,47,19.8
OTH,S,B,OTHSB,1,1.1
OTH,S,C,OTHSC,68,29.700000000000003
OTH,U,C,OTHUC,2,0.0
OTH,X,C,OTHXC,54,17.6
